S. No.,Station Code,Station Name,Route No.,Arrival Time,Departure Time,Halt Time (In Minutes),Distance,Day
1,NDLS,NEW DELHI,1,--,16:25,--,0,1
2,CNB,KANPUR CENTRAL,1,21:12,21:17,5:00,440,1
3,DDU,DD UPADHYAYA JN,1,1:35,1:45,10:00,787,2
4,GAYA,GAYA JN,1,3:45,3:48,3:00,990,2
5,DHN,DHANBAD JN,1,6:18,6:23,5:00,1189,2
6,ASN,ASANSOL JN,1,7:09,7:11,2:00,1247,2
7,DGR,DURGAPUR,1,7:39,7:41,2:00,1289,2
8,SDAH,SEALDAH,1,10:10,--,--,1454,2
